date,year,eyci,adjeyci
03/05/1999,1999.424886,219.75,271.16
04/05/1999,1999.427626,218.75,269.93
05/05/1999,1999.430365,218.25,269.31
06/05/1999,1999.433105,217.25,268.08
07/05/1999,1999.435845,216.75,267.46
10/05/1999,1999.444064,217.50,268.39
11/05/1999,1999.446804,216.50,267.15
12/05/1999,1999.449543,217.25,268.08
13/05/1999,1999.452283,217.75,268.69
14/05/1999,1999.455023,218.25,269.31
17/05/1999,1999.463242,216.75,267.46
18/05/1999,1999.465982,217.25,268.08
19/05/1999,1999.468721,217.50,268.39
20/05/1999,1999.471461,217.50,268.39
21/05/1999,1999.474201,217.75,268.69
24/05/1999,1999.48242,219.50,270.85
25/05/1999,1999.48516,221.50,273.32
26/05/1999,1999.4879,221.50,273.32
27/05/1999,1999.490639,221.50,273.32
28/05/1999,1999.493379,221.00,272.70
31/05/1999,1999.501598,221.75,273.63
01/06/1999,1999.50274,221.75,273.63
02/06/1999,1999.505479,221.75,273.63
03/06/1999,1999.508219,221.50,273.32
04/06/1999,1999.510959,221.50,273.32
07/06/1999,1999.519178,221.00,272.70
08/06/1999,1999.521918,221.00,272.70
09/06/1999,1999.524658,221.75,273.63
10/06/1999,1999.527397,223.00,275.17
11/06/1999,1999.530137,223.75,276.10
15/06/1999,1999.541096,225.25,277.95
16/06/1999,1999.543836,226.25,279.18
17/06/1999,1999.546575,225.25,277.95
18/06/1999,1999.549315,225.00,277.64
21/06/1999,1999.557534,224.25,276.71
22/06/1999,1999.560274,224.75,277.33
23/06/1999,1999.563014,224.75,277.33
24/06/1999,1999.565753,224.75,277.33
25/06/1999,1999.568493,224.25,276.71
28/06/1999,1999.576712,224.50,277.02
29/06/1999,1999.579452,224.00,276.41
30/06/1999,1999.582192,224.00,276.41
01/07/1999,1999.586073,224.75,277.33
02/07/1999,1999.588813,225.25,277.95
05/07/1999,1999.597032,225.75,278.57
06/07/1999,1999.599772,225.00,277.64
07/07/1999,1999.602511,225.00,277.64
08/07/1999,1999.605251,224.25,276.71
09/07/1999,1999.607991,223.50,275.79
12/07/1999,1999.61621,223.00,275.17
13/07/1999,1999.61895,224.25,276.71
14/07/1999,1999.621689,224.00,276.41
15/07/1999,1999.624429,224.00,276.41
16/07/1999,1999.627169,224.50,277.02
19/07/1999,1999.635388,225.25,277.95
20/07/1999,1999.638128,226.00,278.87
21/07/1999,1999.640868,226.75,279.80
22/07/1999,1999.643607,227.50,280.73
23/07/1999,1999.646347,227.75,281.03
26/07/1999,1999.654566,229.75,283.50
27/07/1999,1999.657306,231.25,285.35
28/07/1999,1999.660046,231.50,285.66
29/07/1999,1999.662785,230.75,284.74
30/07/1999,1999.665525,230.25,284.12
02/08/1999,1999.672146,229.50,283.19
03/08/1999,1999.674886,228.75,282.27
04/08/1999,1999.677626,228.50,281.96
05/08/1999,1999.680365,228.75,282.27
06/08/1999,1999.683105,228.75,282.27
09/08/1999,1999.691324,229.25,282.88
10/08/1999,1999.694064,228.50,281.96
11/08/1999,1999.696804,229.00,282.58
12/08/1999,1999.699543,228.75,282.27
13/08/1999,1999.702283,229.25,282.88
16/08/1999,1999.710502,229.25,282.88
17/08/1999,1999.713242,230.25,284.12
18/08/1999,1999.715982,230.50,284.43
19/08/1999,1999.718721,231.00,285.04
20/08/1999,1999.721461,230.75,284.74
23/08/1999,1999.72968,230.25,284.12
24/08/1999,1999.73242,229.50,283.19
25/08/1999,1999.73516,229.00,282.58
26/08/1999,1999.7379,229.25,282.88
27/08/1999,1999.740639,229.25,282.88
30/08/1999,1999.748858,229.25,282.88
31/08/1999,1999.751598,229.75,283.50
01/09/1999,1999.75274,230.00,283.81
02/09/1999,1999.755479,230.00,283.81
03/09/1999,1999.758219,230.25,284.12
06/09/1999,1999.766438,231.00,285.04
07/09/1999,1999.769178,232.25,286.59
08/09/1999,1999.771918,232.50,286.90
09/09/1999,1999.774658,233.25,287.82
10/09/1999,1999.777397,234.50,289.36
13/09/1999,1999.785616,235.50,290.60
14/09/1999,1999.788356,236.00,291.21
15/09/1999,1999.791096,237.75,293.37
16/09/1999,1999.793836,237.50,293.06
17/09/1999,1999.796575,236.25,291.52
20/09/1999,1999.804795,236.00,291.21
21/09/1999,1999.807534,236.25,291.52
22/09/1999,1999.810274,235.00,289.98
23/09/1999,1999.813014,235.00,289.98
24/09/1999,1999.815753,234.75,289.67
27/09/1999,1999.823973,234.25,289.05
28/09/1999,1999.826712,233.25,287.82
29/09/1999,1999.829452,233.25,287.82
30/09/1999,1999.832192,233.25,287.82
01/10/1999,1999.836073,234.00,288.75
04/10/1999,1999.844292,234.25,289.05
05/10/1999,1999.847032,234.75,289.67
06/10/1999,1999.849772,235.50,290.60
07/10/1999,1999.852511,235.50,290.60
08/10/1999,1999.855251,234.50,289.36
11/10/1999,1999.86347,233.50,288.13
12/10/1999,1999.86621,234.00,288.75
13/10/1999,1999.86895,234.00,288.75
14/10/1999,1999.871689,234.00,288.75
15/10/1999,1999.874429,233.00,287.51
18/10/1999,1999.882648,232.75,287.20
19/10/1999,1999.885388,231.50,285.66
20/10/1999,1999.888128,231.25,285.35
21/10/1999,1999.890868,229.75,283.50
22/10/1999,1999.893607,230.25,284.12
25/10/1999,1999.901826,230.00,283.81
26/10/1999,1999.904566,230.25,284.12
27/10/1999,1999.907306,231.50,285.66
28/10/1999,1999.910046,233.00,287.51
29/10/1999,1999.912785,232.25,286.59
01/11/1999,1999.919406,233.00,287.51
02/11/1999,1999.922146,234.75,289.67
03/11/1999,1999.924886,237.50,293.06
04/11/1999,1999.927626,238.75,294.61
05/11/1999,1999.930365,240.75,297.08
08/11/1999,1999.938584,243.00,299.85
09/11/1999,1999.941324,241.75,298.31
10/11/1999,1999.944064,242.25,298.93
11/11/1999,1999.946804,242.75,299.54
12/11/1999,1999.949543,242.50,299.23
15/11/1999,1999.957763,243.25,300.16
16/11/1999,1999.960502,244.75,302.01
17/11/1999,1999.963242,244.25,301.39
18/11/1999,1999.965982,244.25,301.39
19/11/1999,1999.968721,245.25,302.63
22/11/1999,1999.976941,246.00,303.55
23/11/1999,1999.97968,246.25,303.86
24/11/1999,1999.98242,248.00,306.02
25/11/1999,1999.98516,247.00,304.79
26/11/1999,1999.9879,246.50,304.17
29/11/1999,1999.996119,245.25,302.63
30/11/1999,1999.998858,246.00,303.55
01/12/1999,2000.00274,245.25,302.63
02/12/1999,2000.005479,245.50,302.94
03/12/1999,2000.008219,245.25,302.63
06/12/1999,2000.016438,243.75,300.78
07/12/1999,2000.019178,242.75,299.54
08/12/1999,2000.021918,242.25,298.93
09/12/1999,2000.024658,242.00,298.62
10/12/1999,2000.027397,241.50,298.00
13/12/1999,2000.035616,242.25,298.93
14/12/1999,2000.038356,242.00,298.62
15/12/1999,2000.041096,240.25,296.46
16/12/1999,2000.043836,240.25,296.46
17/12/1999,2000.046575,241.75,298.31
20/12/1999,2000.054795,242.75,299.54
21/12/1999,2000.057534,242.75,299.54
22/12/1999,2000.060274,239.75,295.84
07/01/2000,2000.102511,249.50,294.69
10/01/2000,2000.110731,250.00,295.28
11/01/2000,2000.11347,252.25,297.94
12/01/2000,2000.11621,252.00,297.64
13/01/2000,2000.11895,252.75,298.53
14/01/2000,2000.121689,253.00,298.83
17/01/2000,2000.129909,252.75,298.53
18/01/2000,2000.132648,252.00,297.64
19/01/2000,2000.135388,252.00,297.64
20/01/2000,2000.138128,250.00,295.28
21/01/2000,2000.140868,248.75,293.81
24/01/2000,2000.149087,249.50,294.69
25/01/2000,2000.151826,247.00,291.74
26/01/2000,2000.154566,244.75,289.08
27/01/2000,2000.157306,245.25,289.67
28/01/2000,2000.160046,247.00,291.74
31/01/2000,2000.168265,245.25,289.67
01/02/2000,2000.169406,247.50,292.33
02/02/2000,2000.172146,249.75,294.99
03/02/2000,2000.174886,249.25,294.40
04/02/2000,2000.177626,247.75,292.62
07/02/2000,2000.185845,247.75,292.62
08/02/2000,2000.188584,246.25,290.85
09/02/2000,2000.191324,246.25,290.85
10/02/2000,2000.194064,246.25,290.85
11/02/2000,2000.196804,246.50,291.15
14/02/2000,2000.205023,246.25,290.85
15/02/2000,2000.207763,247.75,292.62
16/02/2000,2000.210502,246.75,291.44
17/02/2000,2000.213242,247.25,292.03
18/02/2000,2000.215982,248.00,292.92
21/02/2000,2000.224201,248.75,293.81
22/02/2000,2000.226941,248.25,293.21
23/02/2000,2000.22968,249.50,294.69
24/02/2000,2000.23242,249.50,294.69
25/02/2000,2000.23516,249.75,294.99
28/02/2000,2000.243379,250.00,295.28
29/02/2000,2000.246119,249.00,294.10
01/03/2000,2000.25274,249.25,294.40
02/03/2000,2000.255479,249.25,294.40
03/03/2000,2000.258219,249.25,294.40
06/03/2000,2000.266438,249.00,294.10
07/03/2000,2000.269178,248.50,293.51
08/03/2000,2000.271918,247.75,292.62
09/03/2000,2000.274658,248.00,292.92
10/03/2000,2000.277397,249.00,294.10
13/03/2000,2000.285616,249.50,294.69
14/03/2000,2000.288356,252.75,298.53
15/03/2000,2000.291096,255.25,301.48
16/03/2000,2000.293836,255.75,302.07
17/03/2000,2000.296575,256.00,302.37
20/03/2000,2000.304795,256.50,302.96
21/03/2000,2000.307534,257.25,303.84
22/03/2000,2000.310274,256.25,302.66
23/03/2000,2000.313014,258.50,305.32
24/03/2000,2000.315753,258.25,305.03
27/03/2000,2000.323973,258.75,305.62
28/03/2000,2000.326712,259.75,306.80
29/03/2000,2000.329452,261.00,308.27
30/03/2000,2000.332192,260.00,307.09
31/03/2000,2000.334932,259.75,306.80
03/04/2000,2000.341553,260.50,307.68
04/04/2000,2000.344292,260.75,307.98
05/04/2000,2000.347032,261.75,309.16
06/04/2000,2000.349772,262.75,310.34
07/04/2000,2000.352511,263.25,310.93
10/04/2000,2000.360731,264.00,311.82
11/04/2000,2000.36347,264.50,312.41
12/04/2000,2000.36621,263.25,310.93
13/04/2000,2000.36895,262.25,309.75
14/04/2000,2000.371689,262.25,309.75
17/04/2000,2000.379909,262.25,309.75
18/04/2000,2000.382648,261.75,309.16
19/04/2000,2000.385388,260.50,307.68
26/04/2000,2000.404566,263.75,311.52
27/04/2000,2000.407306,265.00,313.00
28/04/2000,2000.410046,267.25,315.66
01/05/2000,2000.419406,268.00,316.54
02/05/2000,2000.422146,265.75,313.88
03/05/2000,2000.424886,265.50,313.59
04/05/2000,2000.427626,264.50,312.41
05/05/2000,2000.430365,263.75,311.52
08/05/2000,2000.438584,262.25,309.75
09/05/2000,2000.441324,261.75,309.16
10/05/2000,2000.444064,262.25,309.75
11/05/2000,2000.446804,262.25,309.75
12/05/2000,2000.449543,262.25,309.75
15/05/2000,2000.457763,262.00,309.46
16/05/2000,2000.460502,262.00,309.46
17/05/2000,2000.463242,260.25,307.39
18/05/2000,2000.465982,259.25,306.21
19/05/2000,2000.468721,259.50,306.50
22/05/2000,2000.476941,259.50,306.50
23/05/2000,2000.47968,257.25,303.84
24/05/2000,2000.48242,257.00,303.55
25/05/2000,2000.48516,256.50,302.96
26/05/2000,2000.4879,256.00,302.37
29/05/2000,2000.496119,254.75,300.89
30/05/2000,2000.498858,256.00,302.37
31/05/2000,2000.501598,256.25,302.66
01/06/2000,2000.50274,257.25,303.84
02/06/2000,2000.505479,257.50,304.14
05/06/2000,2000.513699,259.50,306.50
06/06/2000,2000.516438,259.75,306.80
07/06/2000,2000.519178,261.00,308.27
08/06/2000,2000.521918,261.50,308.86
09/06/2000,2000.524658,261.25,308.57
13/06/2000,2000.535616,258.50,305.32
14/06/2000,2000.538356,257.75,304.44
15/06/2000,2000.541096,256.50,302.96
16/06/2000,2000.543836,255.75,302.07
19/06/2000,2000.552055,255.75,302.07
20/06/2000,2000.554795,255.75,302.07
21/06/2000,2000.557534,255.75,302.07
22/06/2000,2000.560274,256.00,302.37
23/06/2000,2000.563014,256.50,302.96
26/06/2000,2000.571233,258.00,304.73
27/06/2000,2000.573973,258.50,305.32
28/06/2000,2000.576712,258.75,305.62
29/06/2000,2000.579452,260.25,307.39
30/06/2000,2000.582192,260.00,307.09
03/07/2000,2000.591553,261.00,308.27
04/07/2000,2000.594292,263.00,310.64
05/07/2000,2000.597032,264.75,312.70
06/07/2000,2000.599772,264.00,311.82
07/07/2000,2000.602511,264.75,312.70
10/07/2000,2000.610731,265.00,313.00
11/07/2000,2000.61347,267.50,315.95
12/07/2000,2000.61621,267.50,315.95
13/07/2000,2000.61895,268.75,317.43
14/07/2000,2000.621689,269.00,317.72
17/07/2000,2000.629909,269.25,318.02
18/07/2000,2000.632648,269.00,317.72
19/07/2000,2000.635388,269.75,318.61
20/07/2000,2000.638128,269.50,318.31
21/07/2000,2000.640868,269.25,318.02
24/07/2000,2000.649087,269.00,317.72
25/07/2000,2000.651826,267.75,316.25
26/07/2000,2000.654566,267.25,315.66
27/07/2000,2000.657306,267.00,315.36
28/07/2000,2000.660046,267.25,315.66
31/07/2000,2000.668265,268.00,316.54
01/08/2000,2000.669406,269.50,318.31
02/08/2000,2000.672146,270.25,319.20
03/08/2000,2000.674886,270.25,319.20
04/08/2000,2000.677626,271.25,320.38
07/08/2000,2000.685845,272.25,321.56
08/08/2000,2000.688584,272.75,322.15
09/08/2000,2000.691324,274.00,323.63
10/08/2000,2000.694064,275.00,324.81
11/08/2000,2000.696804,274.50,324.22
14/08/2000,2000.705023,274.75,324.51
15/08/2000,2000.707763,276.00,325.99
16/08/2000,2000.710502,277.50,327.76
17/08/2000,2000.713242,277.50,327.76
18/08/2000,2000.715982,277.75,328.06
21/08/2000,2000.724201,277.25,327.47
22/08/2000,2000.726941,276.25,326.29
23/08/2000,2000.72968,275.25,325.11
24/08/2000,2000.73242,275.00,324.81
25/08/2000,2000.73516,275.25,325.11
28/08/2000,2000.743379,275.25,325.11
29/08/2000,2000.746119,275.25,325.11
30/08/2000,2000.748858,276.00,325.99
31/08/2000,2000.751598,276.75,326.88
01/09/2000,2000.75274,277.25,327.47
04/09/2000,2000.760959,279.00,329.53
05/09/2000,2000.763699,279.25,329.83
06/09/2000,2000.766438,280.00,330.72
07/09/2000,2000.769178,279.75,330.42
08/09/2000,2000.771918,279.25,329.83
11/09/2000,2000.780137,278.50,328.94
12/09/2000,2000.782877,277.00,327.17
13/09/2000,2000.785616,275.50,325.40
14/09/2000,2000.788356,275.25,325.11
15/09/2000,2000.791096,275.50,325.40
18/09/2000,2000.799315,274.50,324.22
19/09/2000,2000.802055,273.50,323.04
20/09/2000,2000.804795,271.75,320.97
21/09/2000,2000.807534,269.50,318.31
22/09/2000,2000.810274,267.75,316.25
25/09/2000,2000.818493,267.00,315.36
26/09/2000,2000.821233,266.00,314.18
27/09/2000,2000.823973,265.75,313.88
28/09/2000,2000.826712,264.50,312.41
29/09/2000,2000.829452,264.50,312.41
02/10/2000,2000.838813,264.25,312.11
03/10/2000,2000.841553,263.75,311.52
04/10/2000,2000.844292,264.25,312.11
05/10/2000,2000.847032,264.50,312.41
06/10/2000,2000.849772,264.00,311.82
09/10/2000,2000.857991,262.75,310.34
10/10/2000,2000.860731,262.75,310.34
11/10/2000,2000.86347,261.50,308.86
12/10/2000,2000.86621,261.00,308.27
13/10/2000,2000.86895,260.25,307.39
16/10/2000,2000.877169,260.25,307.39
17/10/2000,2000.879909,260.00,307.09
18/10/2000,2000.882648,260.50,307.68
19/10/2000,2000.885388,261.75,309.16
20/10/2000,2000.888128,262.50,310.05
23/10/2000,2000.896347,262.50,310.05
24/10/2000,2000.899087,264.75,312.70
25/10/2000,2000.901826,269.00,317.72
26/10/2000,2000.904566,271.50,320.68
27/10/2000,2000.907306,271.75,320.97
30/10/2000,2000.915525,274.50,324.22
31/10/2000,2000.918265,277.75,328.06
01/11/2000,2000.919406,278.00,328.35
02/11/2000,2000.922146,278.00,328.35
03/11/2000,2000.924886,278.00,328.35
06/11/2000,2000.933105,280.00,330.72
07/11/2000,2000.935845,280.75,331.60
08/11/2000,2000.938584,281.50,332.49
09/11/2000,2000.941324,281.50,332.49
10/11/2000,2000.944064,282.50,333.67
13/11/2000,2000.952283,283.50,334.85
14/11/2000,2000.955023,284.75,336.33
15/11/2000,2000.957763,286.00,337.80
16/11/2000,2000.960502,289.00,341.35
17/11/2000,2000.963242,290.50,343.12
20/11/2000,2000.971461,293.75,346.96
21/11/2000,2000.974201,297.00,350.79
22/11/2000,2000.976941,302.75,357.59
23/11/2000,2000.97968,304.75,359.95
24/11/2000,2000.98242,303.75,358.77
27/11/2000,2000.990639,303.25,358.18
28/11/2000,2000.993379,301.50,356.11
29/11/2000,2000.996119,298.75,352.86
30/11/2000,2000.998858,297.75,351.68
01/12/2000,2001.00274,296.75,350.50
04/12/2000,2001.010959,294.75,348.14
05/12/2000,2001.013699,294.00,347.25
06/12/2000,2001.016438,296.50,350.20
07/12/2000,2001.019178,297.25,351.09
08/12/2000,2001.021918,297.25,351.09
11/12/2000,2001.030137,296.25,349.91
12/12/2000,2001.032877,296.50,350.20
13/12/2000,2001.035616,295.25,348.73
14/12/2000,2001.038356,294.75,348.14
15/12/2000,2001.041096,294.50,347.84
18/12/2000,2001.049315,294.25,347.55
19/12/2000,2001.052055,296.75,350.50
20/12/2000,2001.054795,294.00,347.25
08/01/2001,2001.105251,293.00,331.58
09/01/2001,2001.107991,293.25,331.87
10/01/2001,2001.110731,295.25,334.13
11/01/2001,2001.11347,294.50,333.28
12/01/2001,2001.11621,293.00,331.58
15/01/2001,2001.124429,291.50,329.89
16/01/2001,2001.127169,290.25,328.47
17/01/2001,2001.129909,287.75,325.64
18/01/2001,2001.132648,287.50,325.36
19/01/2001,2001.135388,287.25,325.08
22/01/2001,2001.143607,285.25,322.81
23/01/2001,2001.146347,282.50,319.70
24/01/2001,2001.149087,280.50,317.44
25/01/2001,2001.151826,279.00,315.74
29/01/2001,2001.162785,282.75,319.98
30/01/2001,2001.165525,284.50,321.96
31/01/2001,2001.168265,289.50,327.62
01/02/2001,2001.169406,291.00,329.32
02/02/2001,2001.172146,290.75,329.04
05/02/2001,2001.180365,292.50,331.02
06/02/2001,2001.183105,295.00,333.85
07/02/2001,2001.185845,298.50,337.81
08/02/2001,2001.188584,299.00,338.37
09/02/2001,2001.191324,299.00,338.37
12/02/2001,2001.199543,300.00,339.51
13/02/2001,2001.202283,301.00,340.64
14/02/2001,2001.205023,299.25,338.66
15/02/2001,2001.207763,300.75,340.35
16/02/2001,2001.210502,301.25,340.92
19/02/2001,2001.218721,302.00,341.77
20/02/2001,2001.221461,302.50,342.34
21/02/2001,2001.224201,304.50,344.60
22/02/2001,2001.226941,304.25,344.32
23/02/2001,2001.22968,304.50,344.60
26/02/2001,2001.2379,305.50,345.73
27/02/2001,2001.240639,308.00,348.56
28/02/2001,2001.243379,307.75,348.28
01/03/2001,2001.25274,308.00,348.56
02/03/2001,2001.255479,308.75,349.41
05/03/2001,2001.263699,309.75,350.54
06/03/2001,2001.266438,308.00,348.56
07/03/2001,2001.269178,307.25,347.71
08/03/2001,2001.271918,307.75,348.28
09/03/2001,2001.274658,308.00,348.56
12/03/2001,2001.282877,308.25,348.84
13/03/2001,2001.285616,309.25,349.97
14/03/2001,2001.288356,310.25,351.11
15/03/2001,2001.291096,311.50,352.52
16/03/2001,2001.293836,312.25,353.37
19/03/2001,2001.302055,313.75,355.07
20/03/2001,2001.304795,313.75,355.07
21/03/2001,2001.307534,313.75,355.07
22/03/2001,2001.310274,315.75,357.33
23/03/2001,2001.313014,316.25,357.90
26/03/2001,2001.321233,317.75,359.59
27/03/2001,2001.323973,321.50,363.84
28/03/2001,2001.326712,324.50,367.23
29/03/2001,2001.329452,325.75,368.65
30/03/2001,2001.332192,326.50,369.50
02/04/2001,2001.338813,328.00,371.19
03/04/2001,2001.341553,330.00,373.46
04/04/2001,2001.344292,330.50,374.02
05/04/2001,2001.347032,330.00,373.46
06/04/2001,2001.349772,329.75,373.17
09/04/2001,2001.357991,330.50,374.02
10/04/2001,2001.360731,330.50,374.02
11/04/2001,2001.36347,330.50,374.02
12/04/2001,2001.36621,332.50,376.29
17/04/2001,2001.379909,333.50,377.42
18/04/2001,2001.382648,333.25,377.13
19/04/2001,2001.385388,330.75,374.31
20/04/2001,2001.388128,331.50,375.15
23/04/2001,2001.396347,330.75,374.31
24/04/2001,2001.399087,329.50,372.89
26/04/2001,2001.404566,328.75,372.04
27/04/2001,2001.407306,327.25,370.34
30/04/2001,2001.415525,328.25,371.48
01/05/2001,2001.419406,327.25,370.34
02/05/2001,2001.422146,326.75,369.78
03/05/2001,2001.424886,325.25,368.08
04/05/2001,2001.427626,325.75,368.65
07/05/2001,2001.435845,324.75,367.52
08/05/2001,2001.438584,323.00,365.53
09/05/2001,2001.441324,323.00,365.53
10/05/2001,2001.444064,323.00,365.53
11/05/2001,2001.446804,322.75,365.25
14/05/2001,2001.455023,321.75,364.12
15/05/2001,2001.457763,323.75,366.38
16/05/2001,2001.460502,323.50,366.10
17/05/2001,2001.463242,323.50,366.10
18/05/2001,2001.465982,324.00,366.67
21/05/2001,2001.474201,323.75,366.38
22/05/2001,2001.476941,323.00,365.53
23/05/2001,2001.47968,323.00,365.53
24/05/2001,2001.48242,323.75,366.38
25/05/2001,2001.48516,323.00,365.53
28/05/2001,2001.493379,323.00,365.53
29/05/2001,2001.496119,324.50,367.23
30/05/2001,2001.498858,324.00,366.67
31/05/2001,2001.501598,321.75,364.12
01/06/2001,2001.50274,322.00,364.40
04/06/2001,2001.510959,322.25,364.69
05/06/2001,2001.513699,320.00,362.14
06/06/2001,2001.516438,317.50,359.31
07/06/2001,2001.519178,316.50,358.18
08/06/2001,2001.521918,316.00,357.61
12/06/2001,2001.532877,310.75,351.67
13/06/2001,2001.535616,312.75,353.94
14/06/2001,2001.538356,316.75,358.46
15/06/2001,2001.541096,319.00,361.01
18/06/2001,2001.549315,323.25,365.82
19/06/2001,2001.552055,327.75,370.91
20/06/2001,2001.554795,330.50,374.02
21/06/2001,2001.557534,332.25,376.00
22/06/2001,2001.560274,331.50,375.15
25/06/2001,2001.568493,333.25,377.13
26/06/2001,2001.571233,334.75,378.83
27/06/2001,2001.573973,335.75,379.96
28/06/2001,2001.576712,337.00,381.38
29/06/2001,2001.579452,337.75,382.23
02/07/2001,2001.588813,335.25,379.40
03/07/2001,2001.591553,331.75,375.44
04/07/2001,2001.594292,330.75,374.31
05/07/2001,2001.597032,328.50,371.76
06/07/2001,2001.599772,328.25,371.48
09/07/2001,2001.607991,327.75,370.91
10/07/2001,2001.610731,327.50,370.63
11/07/2001,2001.61347,327.75,370.91
12/07/2001,2001.61621,328.25,371.48
13/07/2001,2001.61895,328.50,371.76
16/07/2001,2001.627169,328.25,371.48
17/07/2001,2001.629909,331.00,374.59
18/07/2001,2001.632648,332.00,375.72
19/07/2001,2001.635388,332.25,376.00
20/07/2001,2001.638128,331.75,375.44
23/07/2001,2001.646347,334.00,377.98
24/07/2001,2001.649087,334.75,378.83
25/07/2001,2001.651826,336.00,380.25
26/07/2001,2001.654566,338.75,383.36
27/07/2001,2001.657306,339.50,384.21
30/07/2001,2001.665525,342.75,387.89
31/07/2001,2001.668265,351.75,398.07
01/08/2001,2001.669406,356.50,403.45
02/08/2001,2001.672146,359.25,406.56
03/08/2001,2001.674886,359.25,406.56
06/08/2001,2001.683105,359.75,407.12
07/08/2001,2001.685845,360.50,407.97
08/08/2001,2001.688584,361.00,408.54
09/08/2001,2001.691324,360.75,408.26
10/08/2001,2001.694064,360.75,408.26
13/08/2001,2001.702283,361.75,409.39
14/08/2001,2001.705023,362.00,409.67
15/08/2001,2001.707763,362.00,409.67
16/08/2001,2001.710502,362.50,410.24
17/08/2001,2001.713242,362.50,410.24
20/08/2001,2001.721461,363.25,411.09
21/08/2001,2001.724201,364.50,412.50
22/08/2001,2001.726941,365.75,413.91
23/08/2001,2001.72968,366.00,414.20
24/08/2001,2001.73242,366.75,415.05
27/08/2001,2001.740639,366.25,414.48
28/08/2001,2001.743379,367.75,416.18
29/08/2001,2001.746119,369.00,417.59
30/08/2001,2001.748858,369.75,418.44
31/08/2001,2001.751598,369.50,418.16
03/09/2001,2001.758219,370.75,419.57
04/09/2001,2001.760959,372.50,421.55
05/09/2001,2001.763699,373.25,422.40
06/09/2001,2001.766438,372.75,421.84
07/09/2001,2001.769178,373.75,422.97
10/09/2001,2001.777397,378.25,428.06
11/09/2001,2001.780137,380.75,430.89
12/09/2001,2001.782877,383.75,434.28
13/09/2001,2001.785616,385.25,435.98
14/09/2001,2001.788356,385.00,435.70
17/09/2001,2001.796575,384.00,434.57
18/09/2001,2001.799315,383.75,434.28
19/09/2001,2001.802055,384.50,435.13
20/09/2001,2001.804795,385.00,435.70
21/09/2001,2001.807534,384.75,435.42
24/09/2001,2001.815753,383.25,433.72
25/09/2001,2001.818493,383.50,434.00
26/09/2001,2001.821233,379.50,429.48
27/09/2001,2001.823973,376.50,426.08
28/09/2001,2001.826712,374.50,423.82
01/10/2001,2001.836073,371.50,420.42
02/10/2001,2001.838813,361.50,409.10
03/10/2001,2001.841553,358.25,405.43
04/10/2001,2001.844292,353.75,400.33
05/10/2001,2001.847032,353.25,399.77
08/10/2001,2001.855251,348.50,394.39
09/10/2001,2001.857991,341.75,386.75
10/10/2001,2001.860731,338.00,382.51
11/10/2001,2001.86347,334.75,378.83
12/10/2001,2001.86621,334.25,378.27
15/10/2001,2001.874429,334.00,377.98
16/10/2001,2001.877169,334.50,378.55
17/10/2001,2001.879909,334.50,378.55
18/10/2001,2001.882648,335.25,379.40
19/10/2001,2001.885388,334.50,378.55
22/10/2001,2001.893607,333.50,377.42
23/10/2001,2001.896347,334.00,377.98
24/10/2001,2001.899087,334.50,378.55
25/10/2001,2001.901826,335.75,379.96
26/10/2001,2001.904566,336.00,380.25
29/10/2001,2001.912785,338.00,382.51
30/10/2001,2001.915525,342.25,387.32
31/10/2001,2001.918265,352.00,398.35
01/11/2001,2001.919406,352.25,398.64
02/11/2001,2001.922146,351.75,398.07
05/11/2001,2001.930365,354.00,400.62
06/11/2001,2001.933105,354.25,400.90
07/11/2001,2001.935845,347.00,392.70
08/11/2001,2001.938584,348.75,394.68
09/11/2001,2001.941324,349.00,394.96
12/11/2001,2001.949543,350.00,396.09
13/11/2001,2001.952283,353.50,400.05
14/11/2001,2001.955023,358.25,405.43
15/11/2001,2001.957763,359.50,406.84
16/11/2001,2001.960502,359.50,406.84
19/11/2001,2001.968721,359.75,407.12
20/11/2001,2001.971461,359.50,406.84
21/11/2001,2001.974201,360.00,407.41
22/11/2001,2001.976941,359.50,406.84
23/11/2001,2001.97968,359.00,406.28
26/11/2001,2001.9879,358.50,405.71
27/11/2001,2001.990639,359.00,406.28
28/11/2001,2001.993379,356.50,403.45
29/11/2001,2001.996119,356.25,403.16
30/11/2001,2001.998858,357.00,404.01
03/12/2001,2002.008219,355.50,402.31
04/12/2001,2002.010959,358.25,405.43
05/12/2001,2002.013699,361.75,409.39
06/12/2001,2002.016438,362.50,410.24
07/12/2001,2002.019178,360.75,408.26
10/12/2001,2002.027397,363.75,411.65
11/12/2001,2002.030137,361.75,409.39
12/12/2001,2002.032877,358.75,405.99
13/12/2001,2002.035616,358.75,405.99
14/12/2001,2002.038356,360.75,408.26
17/12/2001,2002.046575,360.25,407.69
18/12/2001,2002.049315,360.75,408.26
19/12/2001,2002.052055,360.50,407.97
20/12/2001,2002.054795,360.50,407.97
08/01/2002,2002.105251,340.25,359.08
09/01/2002,2002.107991,346.50,365.68
10/01/2002,2002.110731,345.50,364.62
11/01/2002,2002.11347,345.00,364.10
14/01/2002,2002.121689,342.00,360.93
15/01/2002,2002.124429,341.00,359.87
16/01/2002,2002.127169,335.50,354.07
17/01/2002,2002.129909,335.00,353.54
18/01/2002,2002.132648,334.50,353.02
21/01/2002,2002.140868,331.50,349.85
22/01/2002,2002.143607,325.75,343.78
